"","project","language","article","access","agent","granularity","date","views"
"74","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-12,14
"75","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-13,20
"76","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-14,6
"77","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-15,12
"78","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-16,26
"79","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-17,11
"80","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-18,16
"81","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-19,13
"82","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-20,12
"83","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-21,12
"84","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-22,6
"85","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-23,2
"86","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-24,6
"87","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-25,3
"88","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-26,9
"89","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-27,12
"90","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-28,11
"91","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-29,10
"92","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-09-30,9
"93","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-01,9
"94","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-02,9
"95","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-03,12
"96","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-04,12
"97","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-05,11
"98","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-06,17
"99","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-07,12
"100","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-08,24
"101","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-09,8
"102","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-10,11
"103","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-11,6
"104","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-12,9
"105","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-13,13
"106","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-14,9
"107","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-15,18
"108","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-16,6
"109","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-17,11
"110","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-18,18
"111","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-19,11
"112","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-20,15
"113","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-21,14
"114","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-22,9
"115","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-23,12
"116","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-24,11
"117","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-25,12
"118","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-26,7
"119","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-27,15
"120","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-28,11
"121","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-29,19
"122","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-30,19
"123","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-10-31,8
"124","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-01,7
"125","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-02,3
"126","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-03,3
"127","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-04,10
"128","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-05,13
"129","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-06,6
"130","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-07,11
"131","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-08,15
"132","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-09,7
"133","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-10,7
"134","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-11,11
"135","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-12,14
"136","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-13,9
"137","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-14,10
"138","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-15,5
"139","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-16,9
"140","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-17,13
"141","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-18,14
"142","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-19,8
"143","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-20,9
"144","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-21,7
"145","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-22,12
"146","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-23,7
"147","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-24,10
"148","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-25,8
"149","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-26,9
"150","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-27,5
"151","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-28,10
"152","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-29,10
"153","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-11-30,5
"154","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-01,10
"155","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-02,15
"156","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-03,11
"157","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-04,11
"158","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-05,7
"159","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-06,7
"160","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-07,10
"161","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-08,5
"162","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-09,17
"163","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-10,16
"164","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-11,11
"165","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-12,16
"166","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-13,13
"167","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-14,8
"168","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-15,8
"169","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-16,8
"170","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-17,5
"171","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-18,5
"172","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-19,3
"173","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-20,14
"174","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-21,13
"175","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-22,9
"176","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-23,9
"177","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-24,7
"178","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-25,9
"179","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-26,7
"180","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-27,8
"181","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-28,13
"182","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-29,13
"183","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-30,10
"184","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2015-12-31,1
"185","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-01,15
"186","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-02,26
"187","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-03,11
"188","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-04,10
"189","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-05,7
"190","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-06,17
"191","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-07,4
"192","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-08,14
"193","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-09,8
"194","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-10,9
"195","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-11,7
"196","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-12,20
"197","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-13,24
"198","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-14,19
"199","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-15,8
"200","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-16,14
"201","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-17,12
"202","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-18,17
"203","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-19,11
"204","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-20,26
"205","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-21,9
"206","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-22,11
"207","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-23,8
"208","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-24,8
"209","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-25,12
"210","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-26,9
"211","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-27,6
"212","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-28,17
"213","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-29,13
"214","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-30,12
"215","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-01-31,19
"216","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-01,22
"217","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-02,16
"218","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-03,31
"219","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-04,46
"220","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-05,67
"221","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-06,21
"222","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-07,20
"223","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-08,10
"224","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-09,6
"225","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-10,9
"226","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-11,10
"227","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-12,16
"228","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-13,12
"229","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-14,11
"230","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-15,11
"231","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-16,31
"232","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-17,9
"233","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-18,8
"234","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-19,8
"235","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-20,11
"236","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-21,18
"237","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-22,8
"238","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-23,14
"239","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-24,15
"240","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-25,9
"241","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-26,9
"242","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-27,12
"243","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-28,12
"244","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-02-29,6
"245","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-01,11
"246","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-02,9
"247","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-03,9
"248","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-04,16
"249","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-05,6
"250","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-06,8
"251","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-07,6
"252","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-08,7
"253","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-09,8
"254","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-10,5
"255","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-11,5
"256","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-12,13
"257","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-13,14
"258","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-14,6
"259","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-15,14
"260","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-16,11
"261","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-17,21
"262","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-18,6
"263","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-19,8
"264","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-20,15
"265","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-21,13
"266","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-22,8
"267","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-23,5
"268","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-24,17
"269","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-25,5
"270","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-26,6
"271","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-27,17
"272","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-28,23
"273","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-29,6
"274","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-30,11
"275","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-03-31,9
"276","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-01,7
"277","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-02,19
"278","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-03,11
"279","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-04,13
"280","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-05,14
"281","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-06,7
"282","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-07,13
"283","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-08,10
"284","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-09,4
"285","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-10,13
"286","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-11,12
"287","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-12,15
"288","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-13,8
"289","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-14,17
"290","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-15,4
"291","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-16,14
"292","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-17,7
"293","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-18,18
"294","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-19,8
"295","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-20,7
"296","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-21,17
"297","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-22,8
"298","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-23,10
"299","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-24,9
"300","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-25,14
"301","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-26,14
"302","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-27,5
"303","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-28,8
"304","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-29,18
"305","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-04-30,9
"306","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-01,4
"307","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-02,8
"308","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-03,5
"309","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-04,7
"310","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-05,13
"311","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-06,27
"312","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-07,8
"313","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-08,9
"314","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-09,15
"315","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-10,4
"316","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-11,11
"317","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-12,15
"318","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-13,10
"319","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-14,7
"320","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-15,15
"321","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-16,9
"322","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-17,10
"323","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-18,14
"324","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-19,16
"325","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-20,9
"326","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-21,14
"327","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-22,7
"328","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-23,19
"329","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-24,5
"330","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-25,8
"331","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-26,13
"332","wikipedia","ur","Kashmir conflict","all-access","all-agents","daily",2016-05-27,13
